OBJECTID,TIS_ID,TIS_TYPE,TIS_ROUTE_,TIS_ROUTE1,TIS_DESC,MIDPNT_LAT,MIDPNT_LON,DT_MODIFIE,DT_CREATED,HMGNS_FLOW,HMGNS_FL_1,HMGNS_FL_2,ROAD_NBR,DECLARED_R,LRS_ROAD_D,LRS_ROAD_1
17088,3830,HFLOW_3,375,0,MURRAY ROAD E Bd btwn ALBERT STREET AND CHIFLEY DRIVE || Original ID_HOMOGENEOUS_FLOW:5522,-37.7405609,145.0271459,1404492838000,1404492838000,3830,E,EAST BOUND,5732,MURRAY ROAD ,0,FORWARD
17089,2906,HFLOW_3,999,1,SYDNEY ROAD S Bd btwn VICTORIA STREET AND DAWSON STREET || Original ID_HOMOGENEOUS_FLOW:5530,-37.7693043,144.961739,1404492846000,1404492846000,2906,S,SOUTH BOUND,5733,SYDNEY ROAD ,1,REVERSE
17090,3835,HFLOW_3,376,1,NICHOLSON STREET S Bd btwn GLENLYON ROAD AND BRUNSWICK ROAD || Original ID_HOMOGENEOUS_FLOW:5539,-37.7762841,144.9787204,1404492855000,1404492855000,3835,S,SOUTH BOUND,5736,NICHOLSON STREET ,1,REVERSE
17091,3871,HFLOW_3,1617,0,BROADWAY E BD BTWN CHEDDAR RD AND BOLDREWOOD PDE || Original ID_HOMOGENEOUS_FLOW:5547,-37.7175965,145.0147817,1404492863000,1404492863000,3871,E,EAST BOUND,5737,BROADWAY  ,1,REVERSE
17092,3876,HFLOW_3,585,0,KINGSBURY DRIVE E Bd btwn WATERDALE ROAD AND WAIORA ROAD || Original ID_HOMOGENEOUS_FLOW:5555,-37.7288371,145.0556485,1404492872000,1404492872000,3876,E,EAST BOUND,5740,KINGSBURY DRIVE ,0,FORWARD
17093,4615,HFLOW_3,201,1,CORIO QUAY ROAD SWBd btwn STATION STREET AND CORIO QUAY ROAD || Original ID_HOMOGENEOUS_FLOW:6459,-38.1040193,144.3607004,1404494631000,1404494631000,4615,SW,SOUTH WEST BOUND,5883,BAYSIDE ROAD ,1,REVERSE
17094,4219,HFLOW_3,1411,0,BREAKWATER ROAD E Bd btwn SETTLEMENT ROAD AND BARWON HEADS ROAD || Original ID_HOMOGENEOUS_FLOW:6475,-38.1807004,144.3521986,1404494640000,1404494640000,4219,E,EAST BOUND,5896,BELMONT-NEWCOMB ROAD ,0,FORWARD
17095,4620,HFLOW_3,203,1,SPRING STREET S Bd btwn HIGH STREET AND EDWARDES STREET || Original ID_HOMOGENEOUS_FLOW:6483,-37.7158801,145.0071825,1404494649000,1404494649000,4620,S,SOUTH BOUND,5892,SPRING STREET ,1,REVERSE
17096,5148,HFLOW_3,204,0,TOORAK ROAD E Bd btwn CHAPEL STREET AND WILLIAMS ROAD || Original ID_HOMOGENEOUS_FLOW:6491,-37.8400441,145.0001604,1404494658000,1404494658000,5148,E,EAST BOUND,5898,TOORAK ROAD ,0,FORWARD
17097,4227,HFLOW_3,621,1,ELGAR RD S BD BTWN DONCASTER RD AND EASTERN FWY || Original ID_HOMOGENEOUS_FLOW:6500,-37.7919957,145.1219038,1404494667000,1404494667000,4227,S,SOUTH BOUND,5899,ELGAR ROAD ,1,REVERSE
17098,4231,HFLOW_3,1037,1,WILLIAMSONS RD S BD BTWN FOOTE ST AND KING ST || Original ID_HOMOGENEOUS_FLOW:6514,-37.7652417,145.1328566,1404494676000,1404494676000,4231,S,SOUTH BOUND,5901,DONCASTER-ELTHAM ROAD ,1,REVERSE
17099,5154,HFLOW_3,205,1,CAMERON ST S BD BTWN BERWICK-CRANBOURNE RD AND SOUTH GIPPSLAND HWY || Original ID_HOMOGENEOUS_FLOW:6525,-38.117574,145.2890094,1404494684000,1404494684000,5154,S,SOUTH BOUND,5903,CRANBOURNE-NARRE WARREN ROAD ,0,FORWARD
17100,4628,HFLOW_3,414,1,UNDERWOODS ROAD SWBd btwn IRREWILLIPE ROAD AND UNDERWOODS ROAD || Original ID_HOMOGENEOUS_FLOW:6533,-38.3788854,143.5522208,1404494692000,1404494692000,4628,SW,SOUTH WEST BOUND,5905,CARLISLE-COLAC ROAD ,0,FORWARD
17101,5156,HFLOW_3,787,1,MONASH WAY S Bd btwn PRINCES HIGHWAY EAST Offramp AND COMMERCIAL ROAD || Original ID_HOMOGENEOUS_FLOW:6541,-38.2468622,146.4263462,1404494699000,1404494699000,5156,S,SOUTH BOUND,5906,MONASH WAY ,0,FORWARD
17102,4632,HFLOW_3,1038,0,ALEXANDER BOULEVARD N Bd btwn MONASH WAY AND BOOLARRA-CHURCHILL ROAD || Original ID_HOMOGENEOUS_FLOW:6550,-38.3184972,146.4185232,1404494707000,1404494707000,4632,N,NORTH BOUND,5907,BOOLARRA-CHURCHILL ROAD ,0,FORWARD
17103,5159,HFLOW_3,623,1,MARYVALE ROAD NORTH S BD BTWN MORWELL-TRARALGON ROAD NE AND SW BD LANES || Original ID_HOMOGENEOUS_FLOW:6558,-38.2328797,146.4401686,1404494715000,1404494715000,5159,S,SOUTH BOUND,5909,MARYVALE ROAD ,1,REVERSE
17104,4241,HFLOW_3,1039,0,MAHONEYS RD E BD BTWN HUGHES PDE AND EDGARS RD || Original ID_HOMOGENEOUS_FLOW:6566,-37.6933056,144.9960022,1404494723000,1404494723000,4241,E,EAST BOUND,5910,CAMPBELLFIELD-GREENSBOROUGH ROAD ,0,FORWARD
17105,4638,HFLOW_3,624,1,LATROBE ROAD S Bd btwn TANJIL EAST ROAD AND GORDON STREET || Original ID_HOMOGENEOUS_FLOW:6575,-38.195167,146.4029514,1404494731000,1404494731000,4638,S,SOUTH BOUND,5911,MORWELL-YALLOURN NORTH ROAD ,1,REVERSE
17106,3601,HFLOW_3,605,0,KOROROIT CREEK ROAD E Bd btwn PRINCES FREEWAY WEST AND PRINCES HIGHWAY WEST Offramp || Original ID_HOMOGENEOUS_FLOW:6156,-37.8447041,144.787178,1404496139000,1404496139000,3601,E,EAST BOUND,5833,KOROROIT CREEK ROAD ,1,REVERSE
17107,4010,HFLOW_3,397,1,MILLERS ROAD S Bd btwn WEST GATE FREEWAY AND WEST GATE FREEWAY || Original ID_HOMOGENEOUS_FLOW:6164,-37.8248167,144.8489338,1404496147000,1404496147000,4010,S,SOUTH BOUND,5834,MILLERS ROAD ,1,REVERSE
17108,4013,HFLOW_3,189,0,MURRADOC ROAD E Bd btwn CLARENDON ROAD AND PORTARLINGTON-QUEENSCLIFF ROAD || Original ID_HOMOGENEOUS_FLOW:6173,-38.1780832,144.6117983,1404496155000,1404496155000,4013,E,EAST BOUND,5836,DRYSDALE-ST LEONARDS ROAD ,0,FORWARD
17109,4542,HFLOW_3,398,0,WILLIAMSTOWN ROAD E Bd btwn UNNAMED AND TODD ROAD || Original ID_HOMOGENEOUS_FLOW:6181,-37.8381675,144.9086003,1404496163000,1404496163000,4542,E,EAST BOUND,5838,WILLIAMSTOWN ROAD ,0,FORWARD
17110,4018,HFLOW_3,190,0,BEACONSFIELD PDE SE BD BTWN LANGRIDGE ST AND NORTH OF MARY ST || Original ID_HOMOGENEOUS_FLOW:6198,-37.8573792,144.9681346,1404496171000,1404496171000,4018,SE,SOUTH EAST BOUND,5840,BEACH ROAD ,0,FORWARD
17111,4546,HFLOW_3,190,0,ST KILDA ST S BD BTWN NORTH RD AND BAY ST || Original ID_HOMOGENEOUS_FLOW:6207,-37.9007997,144.988982,1404496179000,1404496179000,4546,S,SOUTH BOUND,5840,BEACH ROAD ,0,FORWARD
17112,4208,HFLOW_3,190,0,BEACH RD SE BD BTWN CHARMAN RD AND WARRIGAL RD || Original ID_HOMOGENEOUS_FLOW:6215,-37.9892217,145.0608125,1404496187000,1404496187000,4208,SE,SOUTH EAST BOUND,5840,BEACH ROAD ,0,FORWARD
17113,4014,HFLOW_3,189,0,MURRADOC ROAD E Bd btwn IBBOTSON STREET AND BLUFF ROAD || Original ID_HOMOGENEOUS_FLOW:6175,-38.1744137,144.7093925,1404494387000,1404494387000,4014,E,EAST BOUND,5836,DRYSDALE-ST LEONARDS ROAD ,0,FORWARD
17114,4201,HFLOW_3,398,0,WILLIAMSTOWN ROAD E Bd btwn SALMON STREET AND GRAHAM STREET || Original ID_HOMOGENEOUS_FLOW:6183,-37.8342267,144.9288788,1404494395000,1404494395000,4201,E,EAST BOUND,5838,WILLIAMSTOWN ROAD ,1,REVERSE
17115,4205,HFLOW_3,190,0,ST KILDA ST S BD BTWN HEAD ST AND MARTIN ST || Original ID_HOMOGENEOUS_FLOW:6205,-37.8937203,144.9902998,1404494404000,1404494404000,4205,S,SOUTH BOUND,5840,BEACH ROAD ,0,FORWARD
17116,3615,HFLOW_3,190,0,BEACH RD S BD BTWN BAY RD AND BALCOMBE RD || Original ID_HOMOGENEOUS_FLOW:6213,-37.962888,145.0118885,1404494414000,1404494414000,3615,S,SOUTH BOUND,5840,BEACH ROAD ,0,FORWARD
17117,4209,HFLOW_3,190,0,BEACONSFIELD PDE S BD BTWN SOUTH OF MARY ST AND FITZROY ST || Original ID_HOMOGENEOUS_FLOW:6222,-37.8618857,144.9727785,1404494423000,1404494423000,4209,S,SOUTH BOUND,5840,BEACH ROAD ,0,FORWARD
17118,3618,HFLOW_3,607,0,CENTRE DANDENONG RD SE BD BTWN OLD DANDENONG RD AND SHANNON CT || Original ID_HOMOGENEOUS_FLOW:6242,-37.9736442,145.1202702,1404494432000,1404494432000,3618,SE,SOUTH EAST BOUND,5841,CENTRE DANDENONG ROAD ,0,FORWARD
17119,4762,HFLOW_3,191,1,BLUFF RD S BD BTWN CUMMINS RD AND WICKHAM RD || Original ID_HOMOGENEOUS_FLOW:6250,-37.9371554,145.0239167,1404494441000,1404494441000,4762,S,SOUTH BOUND,5844,BLUFF ROAD ,1,REVERSE
17120,4764,HFLOW_3,608,0,SOUTH ROAD E Bd btwn NEPEAN HIGHWAY AND STATION STREET || Original ID_HOMOGENEOUS_FLOW:6258,-37.9331963,145.0358799,1404494449000,1404494449000,4764,E,EAST BOUND,5845,SOUTH ROAD ,0,FORWARD
17121,4766,HFLOW_3,1024,1,JASPER ROAD S Bd btwn MCKINNON ROAD AND CENTRE ROAD || Original ID_HOMOGENEOUS_FLOW:6266,-37.9152459,145.0422623,1404494458000,1404494458000,4766,S,SOUTH BOUND,5847,JASPER ROAD ,1,REVERSE
17122,4767,HFLOW_3,609,0,NORTH ROAD E Bd btwn COCHRANE STREET AND ASLING STREET || Original ID_HOMOGENEOUS_FLOW:6274,-37.8991269,145.0009081,1404494467000,1404494467000,4767,E,EAST BOUND,5849,NORTH ROAD ,0,FORWARD
17123,4577,HFLOW_3,1202,1,BARKLY STREET S Bd btwn CARLISLE STREET AND ACLAND STREET || Original ID_HOMOGENEOUS_FLOW:6282,-37.868404,144.9809846,1404494475000,1404494475000,4577,S,SOUTH BOUND,5850,HODDLE MAIN ROAD ,1,REVERSE
17124,4579,HFLOW_3,193,0,JOHNSTON STREET E Bd btwn HODDLE STREET AND CLARKE STREET || Original ID_HOMOGENEOUS_FLOW:6291,-37.8002923,144.9975742,1404494484000,1404494484000,4579,E,EAST BOUND,5853,JOHNSTON STREET ,0,FORWARD
17125,4582,HFLOW_3,1026,1,DENMARK ST S BD BTWN WELLINGTON ST AND BARKERS RD || Original ID_HOMOGENEOUS_FLOW:6299,-37.8112568,145.0283234,1404494493000,1404494493000,4582,S,SOUTH BOUND,5856,BURNLEY-KEW ROAD ,1,REVERSE
17126,4564,HFLOW_3,194,1,TUCKFIELD STREET S Bd btwn GRUBB ROAD AND THE PARADE || Original ID_HOMOGENEOUS_FLOW:6307,-38.2620346,144.5346659,1404494501000,1404494501000,4564,S,SOUTH BOUND,5857,DRYSDALE-OCEAN GROVE ROAD ,0,FORWARD
17127,4493,HFLOW_3,601,1,KANGAROO GROUND-WARRANDYTE ROAD S Bd btwn ELTHAM-YARRA GLEN ROAD AND RESEARCH-WARRANDYTE ROAD || Original ID_HOMOGENEOUS_FLOW:5981,-37.7138083,145.2231044,1404495985000,1404495985000,4493,S,SOUTH BOUND,5810,WARRANDYTE-KANGAROO GROUND ROAD ,1,REVERSE
17128,4499,HFLOW_3,393,0,DIAMOND CREEK ROAD E Bd btwn YAN YEAN ROAD AND MAIN STREET || Original ID_HOMOGENEOUS_FLOW:6005,-37.6749494,145.1359712,1404495993000,1404495993000,4499,E,EAST BOUND,5811,HEIDELBERG-KINGLAKE ROAD ,0,FORWARD
17129,3565,HFLOW_3,393,0,CALEDONIA STREET NEBd btwn BURNS STREET AND GANGELHOFF ROAD || Original ID_HOMOGENEOUS_FLOW:6014,-37.5669612,145.3072338,1404496006000,1404496006000,3565,NE,NORTH EAST BOUND,5811,HEIDELBERG-KINGLAKE ROAD ,0,FORWARD
17130,4164,HFLOW_3,1410,1,PLENTY RD SW BD BTWN ALBERT ST AND BOLDREWOOD PDE || Original ID_HOMOGENEOUS_FLOW:6022,-37.7253245,145.0237338,1404496013000,1404496013000,4164,W,WEST BOUND,2140,PLENTY VALLEY HIGHWAY ,1,REVERSE
17131,4166,HFLOW_3,185,1,PLENTY ROAD S Bd btwn ARTHURS CREEK ROAD AND BRIDGE INN ROAD || Original ID_HOMOGENEOUS_FLOW:6031,-37.5857848,145.1035221,1404496022000,1404496022000,4166,S,SOUTH BOUND,5814,MAIN WHITTLESEA ROAD ,1,REVERSE
17132,3980,HFLOW_3,602,0,WALLAN-WHITTLESEA ROAD OVERPASS E BD BTWN HUME FREEWAY NE AND SW BD LANES || Original ID_HOMOGENEOUS_FLOW:6039,-37.4179081,144.9948577,1404496030000,1404496030000,3980,E,EAST BOUND,5816,WALLAN-WHITTLESEA ROAD ,0,FORWARD
17133,5408,HFLOW_2,643,1,HENTY HIGHWAY S Bd btwn BOWMAN STREET AND BORUNG HIGHWAY || Original ID_HOMOGENEOUS_FLOW:8079,-36.2453958,142.4014417,1404497411000,1404497411000,5408,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
17134,5586,HFLOW_2,1475,1,HENTY HIGHWAY SWBd btwn RILEY STREET AND UNNAMED || Original ID_HOMOGENEOUS_FLOW:8110,-37.5291272,142.0351498,1404497419000,1404497419000,5586,SW,SOUTH WEST BOUND,2620,HENTY HIGHWAY ,1,REVERSE
17135,4992,HFLOW_2,1475,1,HENTY HIGHWAY S Bd btwn UNNAMED AND BRANXHOLME-WALLACEDALE ROAD || Original ID_HOMOGENEOUS_FLOW:8120,-37.8604364,141.8016601,1404497426000,1404497426000,4992,S,SOUTH BOUND,2620,HENTY HIGHWAY ,1,REVERSE
17136,5415,HFLOW_2,789,1,GOULBURN VALLEY HIGHWAY S Bd btwn MURRAY VALLEY HIGHWAY AND KATAMATITE-NATHALIA ROAD || Original ID_HOMOGENEOUS_FLOW:8186,-36.0042917,145.4318303,1404497434000,1404497434000,5415,S,SOUTH BOUND,2640,GOULBURN VALLEY HIGHWAY ,1,REVERSE
17137,5947,HFLOW_2,789,1,WYNDHAM STREET S Bd btwn HIGH STREET AND GOULBURN VALLEY HIGHWAY || Original ID_HOMOGENEOUS_FLOW:8194,-36.4022276,145.3949922,1404497442000,1404497442000,5947,S,SOUTH BOUND,2640,GOULBURN VALLEY HIGHWAY ,1,REVERSE
17138,4678,HFLOW_3,1050,0,HEATHERTON ROAD E BD BTWN WESTALL ROAD NORTH AND SOUTH BD LANES || Original ID_HOMOGENEOUS_FLOW:6742,-37.9605112,145.136696,1404497450000,1404497450000,4678,E,EAST BOUND,5970,HEATHERTON ROAD ,0,FORWARD
17139,4880,HFLOW_3,1259,0,HEATHERTON ROAD E Bd btwn MONASH FREEWAY Offramp AND POWER ROAD || Original ID_HOMOGENEOUS_FLOW:6757,-37.9728276,145.2407573,1404497458000,1404497458000,4880,E,EAST BOUND,5970,HEATHERTON ROAD ,0,FORWARD
17140,5198,HFLOW_3,1051,1,FLETCHER ROAD SEBd btwn FLETCHER ROAD AND DANDENONG ROAD || Original ID_HOMOGENEOUS_FLOW:6765,-38.1396772,145.1267592,1404497466000,1404497466000,5198,SE,SOUTH EAST BOUND,5974,FLETCHER ROAD ,0,FORWARD
17141,4883,HFLOW_3,1052,0,DAWSON ST E BD BTWN MELVILLE RD AND GRANTHAM ST || Original ID_HOMOGENEOUS_FLOW:6773,-37.7697774,144.9467097,1404497474000,1404497474000,4883,E,EAST BOUND,5977,DAWSON STREET ,0,FORWARD
17142,4275,HFLOW_3,637,1,ROYAL PARADE S Bd btwn CEMETERY ROAD WEST AND COLLEGE CRESCENT || Original ID_HOMOGENEOUS_FLOW:6784,-37.7912104,144.9585985,1404497482000,1404497482000,4275,S,SOUTH BOUND,5979,ROYAL PARADE ,1,REVERSE
17143,4888,HFLOW_3,1469,1,RIVER ROAD W Bd btwn CENTRAL KIALLA ROAD AND GOULBURN VALLEY HIGHWAY || Original ID_HOMOGENEOUS_FLOW:6792,-36.4407912,145.4089654,1404497489000,1404497489000,4888,W,WEST BOUND,5982,SHEPPARTON ALTERNATIVE ROUTE  ,1,REVERSE
17144,4890,HFLOW_3,1203,0,SYDNEY ROAD NEBd btwn BOUNDARY ROAD AND HUME FREEWAY || Original ID_HOMOGENEOUS_FLOW:6800,-36.7427694,145.5886526,1404497496000,1404497496000,4890,NE,NORTH EAST BOUND,7909,5985B 2550F  ,0,FORWARD
17145,5214,HFLOW_3,1470,1,DRUMMOND ST S BD BTWN URQUHART ST AND BELL ST || Original ID_HOMOGENEOUS_FLOW:6809,-37.741301,144.9717289,1404497504000,1404497504000,5214,S,SOUTH BOUND,5991,DRUMMOND STREET ,0,FORWARD
17146,3841,HFLOW_3,586,1,WATERDALE ROAD S Bd btwn KINGSBURY DRIVE AND DOUGHARTY ROAD || Original ID_HOMOGENEOUS_FLOW:5564,-37.7305752,145.0498091,1404492881000,1404492881000,3841,S,SOUTH BOUND,5744,WATERDALE ROAD ,1,REVERSE
17147,4393,HFLOW_3,170,1,UPPER HEIDELBERG ROAD S Bd btwn LOWER PLENTY ROAD AND ALTONA STREET || Original ID_HOMOGENEOUS_FLOW:5572,-37.7475087,145.0577975,1404492889000,1404492889000,4393,S,SOUTH BOUND,5747,UPPER HEIDELBERG ROAD ,1,REVERSE
17148,3879,HFLOW_3,1201,0,MURRAY RIVER ROAD SEBd btwn SHELLEY-WALWA ROAD AND CUDGEWA-TINTALDRA ROAD || Original ID_HOMOGENEOUS_FLOW:5580,-35.9916858,147.8517603,1404492901000,1404492901000,3879,SE,SOUTH EAST BOUND,5748,MURRAY RIVER ROAD ,0,FORWARD
17149,4395,HFLOW_3,379,0,BONEO ROAD S Bd btwn MORNINGTON PENINSULA ROUTE AND BROWNS ROAD || Original ID_HOMOGENEOUS_FLOW:5589,-38.3874018,144.8885313,1404492910000,1404492910000,4395,S,SOUTH BOUND,5750,ROSEBUD-FLINDERS ROAD ,0,FORWARD
17150,2920,HFLOW_3,1003,1,WHITE HILL ROAD S Bd btwn BOUNDARY ROAD AND ARTHURS SEAT ROAD || Original ID_HOMOGENEOUS_FLOW:5597,-38.3576236,145.0160022,1404492918000,1404492918000,2920,S,SOUTH BOUND,5751,MORNINGTON-FLINDERS ROAD ,0,FORWARD
17151,2923,HFLOW_3,171,0,NEPEAN HWY E BD BTWN MORNINGTON PENINSULA ROUTE AND WHITE HILL RD || Original ID_HOMOGENEOUS_FLOW:5605,-38.3311087,144.9998253,1404492927000,1404492927000,2923,E,EAST BOUND,5754,BITTERN-DROMANA ROAD ,1,REVERSE
17152,4397,HFLOW_3,380,1,ESPLANADE S Bd btwn MAIN STREET AND BARKLY STREET || Original ID_HOMOGENEOUS_FLOW:5613,-38.2191343,145.0327408,1404492935000,1404492935000,4397,S,SOUTH BOUND,5756,MORNINGTON-DROMANA ROAD ,0,FORWARD
17153,4399,HFLOW_3,1004,1,FRANKSTON-FLINDERS ROAD SEBd btwn COOLART ROAD AND ERAMOSA ROAD || Original ID_HOMOGENEOUS_FLOW:5622,-38.2128532,145.1679947,1404492944000,1404492944000,4399,SE,SOUTH EAST BOUND,5757,FRANKSTON-FLINDERS ROAD ,0,FORWARD
17154,4586,HFLOW_3,195,1,ALBERT ST S BD BTWN BELL ST AND DUNDAS ST || Original ID_HOMOGENEOUS_FLOW:6322,-37.7508373,145.0212021,1404494510000,1404494510000,4586,S,SOUTH BOUND,5860,FAIRFIELD-RESERVOIR ROAD ,1,REVERSE
17155,4780,HFLOW_3,404,1,ST GEORGES ROAD SWBd btwn SCOTCHMER STREET AND BRUNSWICK STREET || Original ID_HOMOGENEOUS_FLOW:6330,-37.7853436,144.9820898,1404494519000,1404494519000,4780,SW,SOUTH WEST BOUND,5861,ST GEORGES ROAD ,1,REVERSE
17156,4783,HFLOW_3,196,0,BRUNSWICK RD E BD BTWN RAMPS AT WESTERN LINK TOLLWAY || Original ID_HOMOGENEOUS_FLOW:6334,-37.77401,144.9372023,1404494527000,1404494527000,4783,E,EAST BOUND,5863,BRUNSWICK ROAD ,0,FORWARD
17157,4590,HFLOW_3,613,0,MOORNA DR/WOORITE PL/MILLEARA RD S BD BTWN CALDER FWY AND KEILOR PARK DR || Original ID_HOMOGENEOUS_FLOW:6342,-37.7329804,144.8650675,1404494536000,1404494536000,4590,S,SOUTH BOUND,5864,ASCOT VALE-KEILOR ROAD ,1,REVERSE
17158,4572,HFLOW_3,1029,1,SYBELLA AVENUE S Bd btwn WALKER STREET AND SOUTH GIPPSLAND HIGHWAY || Original ID_HOMOGENEOUS_FLOW:6355,-38.2091806,145.4937185,1404494544000,1404494544000,4572,S,SOUTH BOUND,5866,SYBELLA AVENUE ,0,FORWARD
17159,4575,HFLOW_3,198,0,JOHNSTONE ST/CAMP RD E BD BTWN PASCOE VALE ROAD AND BLAIR ST || Original ID_HOMOGENEOUS_FLOW:6365,-37.6849568,144.9176485,1404494552000,1404494552000,4575,E,EAST BOUND,5873,BROADMEADOWS-TULLAMARINE ROAD ,0,FORWARD
17160,4790,HFLOW_3,615,1,BURKE RD S BD BTWN HIGH ST AND BELMORE RD || Original ID_HOMOGENEOUS_FLOW:6375,-37.7971133,145.0632342,1404494561000,1404494561000,4790,S,SOUTH BOUND,5874,BURKE ROAD ,1,REVERSE
17161,4596,HFLOW_3,615,1,BURKE RD S BD BTWN CAMBERWELL RD AND SEYMOUR GR || Original ID_HOMOGENEOUS_FLOW:6383,-37.8333222,145.0563249,1404494570000,1404494570000,4596,S,SOUTH BOUND,5874,BURKE ROAD ,1,REVERSE
17162,4597,HFLOW_3,615,1,BURKE RD S BD BTWN HIGH ST AND WATTLETREE RD || Original ID_HOMOGENEOUS_FLOW:6391,-37.8622507,145.0507836,1404494579000,1404494579000,4597,S,SOUTH BOUND,5874,BURKE ROAD ,1,REVERSE
17163,4602,HFLOW_3,407,1,STATION ROAD S Bd btwn BALLARAT ROAD AND MT DERRIMUT ROAD || Original ID_HOMOGENEOUS_FLOW:6400,-37.7741022,144.7742106,1404494587000,1404494587000,4602,S,SOUTH BOUND,5875,KEILOR-LAVERTON ROAD ,1,REVERSE
17164,5132,HFLOW_3,199,0,SUNSHINE ROAD E Bd btwn MARKET ROAD AND ASHLEY STREET || Original ID_HOMOGENEOUS_FLOW:6409,-37.7982321,144.8504851,1404494596000,1404494596000,5132,E,EAST BOUND,5877,FOOTSCRAY-SUNSHINE ROAD ,0,FORWARD
17165,5136,HFLOW_3,200,1,ANAKIE ROAD S Bd btwn SEPARATION STREET AND BALLARAT ROAD || Original ID_HOMOGENEOUS_FLOW:6431,-38.1127511,144.3311575,1404494604000,1404494604000,5136,S,SOUTH BOUND,5881,FYANSFORD-CORIO ROAD ,1,REVERSE
17166,4612,HFLOW_3,617,1,ST KILDA ROAD S Bd btwn TOORAK ROAD WEST AND COMMERCIAL ROAD || Original ID_HOMOGENEOUS_FLOW:6440,-37.8409015,144.9772453,1404494614000,1404494614000,4612,S,SOUTH BOUND,5882,ST KILDA ROAD ,0,FORWARD
17167,4216,HFLOW_3,1033,0,ST KILDA ROAD SEBd btwn ST KILDA ROAD AND PUNT ROAD || Original ID_HOMOGENEOUS_FLOW:6448,-37.8550593,144.9827004,1404494623000,1404494623000,4216,SE,SOUTH EAST BOUND,5882,ST KILDA ROAD ,0,FORWARD
17168,3578,HFLOW_3,786,1,HIGH ST S BD BTWN KINGSWAY DR AND MAIN ST || Original ID_HOMOGENEOUS_FLOW:6047,-37.6729136,145.0152303,1404496038000,1404496038000,3578,S,SOUTH BOUND,5817,EPPING ROAD ,1,REVERSE
17169,4173,HFLOW_3,1618,0,BURGUNDY ST E BD BTWN CAPE ST AND LOWER HEIDELBERG RD || Original ID_HOMOGENEOUS_FLOW:6056,-37.7564878,145.0683745,1404496045000,1404496045000,4173,E,EAST BOUND,5818,BELL STREET ROAD ,1,REVERSE
17170,3583,HFLOW_3,394,1,PASCOE VALE ROAD S Bd btwn WESTERN RING ROAD Onramp AND GLENROY ROAD || Original ID_HOMOGENEOUS_FLOW:6064,-37.7005213,144.9150914,1404496053000,1404496053000,3583,S,SOUTH BOUND,5819,PASCOE VALE ROAD ,1,REVERSE
17171,3585,HFLOW_3,394,1,PASCOE VALE ROAD S Bd btwn PASCOE AVENUE AND UNNAMED || Original ID_HOMOGENEOUS_FLOW:6072,-37.7417629,144.9290204,1404496061000,1404496061000,3585,S,SOUTH BOUND,5819,PASCOE VALE ROAD ,1,REVERSE
17172,4513,HFLOW_3,1018,1,MICKLEHAM ROAD S Bd btwn SOMERTON ROAD AND BROADMEADOWS ROAD DEVIATION || Original ID_HOMOGENEOUS_FLOW:6081,-37.6577415,144.883178,1404496069000,1404496069000,4513,S,SOUTH BOUND,5820,MICKLEHAM ROAD ,1,REVERSE
17173,3588,HFLOW_3,186,1,MAIN STREET S Bd btwn MELBOURNE-LANCEFIELD ROAD AND DIGBY DRIVE || Original ID_HOMOGENEOUS_FLOW:6089,-37.3502005,144.7429432,1404496076000,1404496076000,3588,S,SOUTH BOUND,5821,MELBOURNE-LANCEFIELD ROAD ,1,REVERSE
17174,4181,HFLOW_3,603,1,GEELONG STREET E Bd btwn GEELONG ROAD AND WILLIAMSTOWN ROAD || Original ID_HOMOGENEOUS_FLOW:6097,-37.8044391,144.8838597,1404496084000,1404496084000,4181,E,EAST BOUND,5822,WILLIAMSTOWN ROAD ,1,REVERSE
17175,3593,HFLOW_3,603,1,MELBOURNE ROAD S Bd btwn BLACKSHAWS ROAD AND ROSS STREET || Original ID_HOMOGENEOUS_FLOW:6105,-37.8374805,144.8824933,1404496092000,1404496092000,3593,S,SOUTH BOUND,5822,WILLIAMSTOWN ROAD ,1,REVERSE
17176,3594,HFLOW_3,395,1,BULLA ROAD S Bd btwn WOODLAND STREET AND KEILOR ROAD || Original ID_HOMOGENEOUS_FLOW:6115,-37.7426997,144.9091624,1404496100000,1404496100000,3594,S,SOUTH BOUND,5824,MOUNT ALEXANDER ROAD ,1,REVERSE
17177,4526,HFLOW_3,395,1,MT ALEXANDER ROAD SEBd btwn WELLINGTON STREET AND WESTERN LINK TOLLWAY Onramp || Original ID_HOMOGENEOUS_FLOW:6123,-37.7835224,144.9358968,1404496108000,1404496108000,4526,SE,SOUTH EAST BOUND,5824,MOUNT ALEXANDER ROAD ,1,REVERSE
17178,4001,HFLOW_3,1019,0,GAP ROAD E Bd btwn CALDER HIGHWAY Offramp AND ELIZABETH DRIVE || Original ID_HOMOGENEOUS_FLOW:6131,-37.5769935,144.695971,1404496116000,1404496116000,4001,E,EAST BOUND,5825,THE GAP ROAD ,1,REVERSE
17179,3600,HFLOW_3,396,0,OLD CALDER HIGHWAY SEBd btwn KEILOR-MELTON ROAD AND GREEN GULLY ROAD || Original ID_HOMOGENEOUS_FLOW:6139,-37.706315,144.8163482,1404496124000,1404496124000,3600,SE,SOUTH EAST BOUND,5828,KEILOR-MELTON ROAD ,1,REVERSE
